,CustomerID,Name,Email,Phone,Date Joined,Country,Purchase Amount,Product Codes 1,Product Codes 2,Product Codes 3,Notes,Address,DOB,Gender,Membership,Feedback,Last Purchase Date,Subscription Plan,Preferred Contact,Customer Last Login,IP Address,Promo Code,Loyalty Points,Account Status,Referral,Notes2,Weight(kg),Height(cm),Distance Travelled(miles),Temperature(C),Volume(gallon)
70,1068, Ashley  Rios,shawn31@gmail.com,Invaild Phone Number,2024-10-04,UK,354.4,C345,B234,C345,First Time Buyer,"48913 Patterson Gateway, Martinfort, GA 56287",1968-05-19,M,Gold,Indecisive,2025-03-18,Basic,Email,2025-08-07 05:28:00,Invaild IP,SUMMER2023,300,Active,Ashley Rios, Needs Review,32.02,165.0,4.29,26.6,3.01
71,1032, Austin Barnes ,vhoffman@gmail.com,Invaild Phone Number,2025-01-29,USA,294.16,D456,No Code,No Code,Complaint Free,"427 Julia Valley Suite 387, Lake Roberttown, MN 32066",2006-05-25,F,Gold,Excellent,2025-05-09,Premium,Email,2025-05-07 04:34:00,Invaild IP,Promo Free,300,Suspended,Austin Barnes,No Comment,72.3,161.0,40.0,23.5,0.98
72,1018,Alexandria   Hunt  ,rodriguezlisa@gmail.com,Invaild Phone Number,2025-03-07,CAN,462.82,B234,B234,No Code,First Time Buyer,"9413 Edwards Junction, West Stephanieville, NC 15194",1988-09-18,F,Silver,Satisfied,2025-07-28,Basic,Phone,2025-03-27 10:52:00,Invaild IP,FREE50,-10,Inactive,Rachel,No Comment,73.5,175.0,9.63,20.5,1.22
73,1051,  Tyler Robertson ,sarahdonaldson@gmail.com,Invaild Phone Number,2024-06-09,USA,401.73,C345,C345,No Code,Complaint Free,"299 Thompson Manor, Aaronchester, CA 13176",1983-12-22,M,Gold,Excellent,2025-05-17,Premium,Email,2025-07-30 09:58:00,Invaild IP,Promo Free,300,Active,Fmelton, Needs Follow-Up,85.5,193.04,8.64,26.72,0.77
74,1052,  Jonathan Chapman,ryanrichard@gmail.com,Invaild Phone Number,2024-05-23,UK,499.05,C345,No Code,No Code,Complaint Free,"02621 Flores Isle, Port Robertport, MN 41100",1997-05-11,M,Silver,Happy,2025-08-03,Premium,Email,2025-05-10 21:44:00,Invaild IP,SPRING50,183,Active,Jonathan Chapman, Needs Follow-Up,64.7,186.0,19.01,27.39,0.82
75,1013,Megan Benitez  ,miguel67@gmail.com,Invaild Phone Number,2023-10-24,USA,58.46,C345,D456,No Code,Complaint Free,"060 Peggy Forest, New Taylor, MT 76416",2000-08-28,No Gender,Silver,Neutral,2025-05-05,Basic,Phone,2025-06-05 14:16:00,Invaild IP,SPRING50,300,Active,Megan Benitez,Check Address,63.6,164.0,10.56,18.11,1.0
76,1071, Christine Yates ,jamiealvarez@gmail.com,Invaild Phone Number,2024-04-08,USA,284.19,C345,No Code,No Code,Late Payment,"6230 Dominguez Street, Lake Shannon, DE 22019",1981-08-31,F,Silver,Indecisive,2025-05-14,Basic,None,2025-03-02 12:55:00,Invaild IP,FREE50,-10,Active,Jamie Brown,Check Address,38.37,161.0,46.6,21.11,0.31
77,1049,Tracy  Jones  ,heatherjohnson@gmail.com,Invaild Phone Number,2022-11-07,USA,348.41,D456,No Code,No Code,First Time Buyer,"485 Jamie Street, Georgetown, NY 56730",1994-01-20,M,Platinum,Neutral,2025-02-14,Premium,None,2025-01-10 21:40:00,Invaild IP,WELCOME20,300,Active,Evansjeffery, Needs Review,86.3,199.0,38.4,25.0,0.63
78,1050, James Cooper ,aguirreronnie@gmail.com,Invaild Phone Number,2023-03-24,USA,54.05,A123,C345,D456,First Time Buyer,"645 Eric Heights Suite 582, Jeremytown, PA 49386",2005-04-25,M,Platinum,Neutral,2025-10-07,Premium,Phone,2025-03-08 04:35:00,Invaild IP,FREE50,236,Active,James Cooper,No Comment,33.88,170.94,32.8,28.3,0.89
79,1099, Carlos   Rosales  ,martinezmichael@gmail.com,Invaild Phone Number,2025-08-25,UK,221.32,C345,C345,No Code,Needs Follow-Up,"USNV Gray, FPO AA 08353",1972-11-11,F,Silver,Indecisive,2024-09-15,Basic,Phone,2025-03-29 14:16:00,Invaild IP,WELCOME20,-10,Inactive,Carlos Rosales,No Comment,93.6,172.0,18.7,29.2,1.97
80,1053,Kathy Zimmerman  ,blakejohnson@gmail.com,Invaild Phone Number,2023-02-25,UK,205.7,C345,No Code,No Code,Complaint Free,"7473 Burgess Gateway, New James, NY 57056",2004-08-19,M,Silver,Excellent,2025-01-26,Basic,Email,2025-07-28 12:42:00,Invaild IP,SPRING50,300,Inactive,Robert Acosta, Needs Review,77.4,189.99,8.95,24.9,0.32
81,1036,Vanessa Hall,kim90@gmail.com,Invaild Phone Number,2024-04-24,USA,296.3,D456,No Code,No Code,Late Payment,"8137 Bauer View, Perezfurt, OR 82610",1967-05-06,F,Silver,Indecisive,2025-08-14,Premium,Phone,2025-04-02 20:47:00,Invaild IP,WELCOME20,300,Active,Vanessa Hall,Check Address,74.8,176.0,11.5,19.2,2.43
82,1039,Eric Phillips ,mccannmatthew@gmail.com,Invaild Phone Number,2023-10-04,CAN,348.97,C345,No Code,No Code,Complaint Free,"05929 Bernard Landing, Davisborough, ID 86901",2000-12-19,No Gender,Silver,Neutral,2025-08-30,Basic,Email,2025-01-26 11:26:00,Invaild IP,Promo Free,300,Active,Amber Thomas,First Purchase,68.9,183.0,14.29,23.5,0.94
83,1086, Hannah  Park ,kellykim@gmail.com,Invaild Phone Number,2024-08-01,USA,140.9,B234,A123,B234,Complaint Free,"PSC 9813, Box 0272, APO AA 13128",1986-07-23,No Gender,Gold,Excellent,2024-11-28,Premium,Email,2025-05-13 07:29:00,Invaild IP,SPRING50,338,Suspended,Jjames,Check Address,57.2,179.0,19.7,27.5,0.76
84,1040,  Timothy  Lucas,stanleyrowe@gmail.com,Invaild Phone Number,2023-02-03,UK,129.74,A123,C345,A123,Complaint Free,"3068 Larry Valley Suite 455, Lake Kellyland, TX 77418",1965-06-13,F,Silver,Indecisive,2025-01-06,Basic,Email,2025-01-28 13:13:00,Invaild IP,FREE50,-10,Inactive,Timothy Lucas,Check Address,70.9,176.02,8.64,27.1,0.96
85,1092, Carolyn Rivera  ,michaelthomas@gmail.com,Invaild Phone Number,2023-02-03,UK,465.14,C345,No Code,No Code,Needs Follow-Up,"517 Michael Field, Port Joshua, MS 17345",2001-02-18,No Gender,Gold,Excellent,2025-03-25,Basic,Phone,2025-08-30 05:54:00,Invaild IP,Promo Free,300,Active,Imartin, Needs Review,35.06,176.0,5.5,28.11,4.49
86,1076,  Dakota Shepherd,lindsey76@gmail.com,Invaild Phone Number,2025-08-30,USA,266.05,D456,A123,No Code,Vip,"PSC 0101, Box 4652, APO AA 18474",2002-04-22,No Gender,Gold,Happy,2025-07-08,Premium,Phone,2025-03-05 08:25:00,Invaild IP,SAVE10,300,Active,Dakota Shepherd,Check Address,38.74,192.0,30.9,18.22,1.25
87,1020, Sheryl Morgan ,samanthaadams@gmail.com,Invaild Phone Number,2024-05-11,USA,278.33,A123,No Code,No Code,Late Payment,"54422 Sarah Keys Apt. 067, New Kevin, FL 50468",1982-04-23,M,Silver,Neutral,2024-07-11,Basic,Email,2025-05-08 16:05:00,Invaild IP,SPRING50,300,Inactive,Christopher, Missing Phone,52.5,151.0,35.2,18.8,1.3
88,1063,  Jeffrey Grant,vwhite@gmail.com,Invaild Phone Number,2024-12-17,UK,469.45,D456,No Code,No Code,Complaint Free,"46535 Rogers Underpass, Lake Cassandra, VT 51605",1991-12-23,No Gender,Silver,Excellent,2025-08-10,Premium,Phone,2025-05-31 22:52:00,Invaild IP,SUMMER2023,300,Inactive,Jeffrey Grant,No Comment,82.9,177.04,8.08,24.89,1.61
89,1048,  William Armstrong,gregorytorres@gmail.com,Invaild Phone Number,2025-06-19,UK,123.07,C345,A123,No Code,Needs Follow-Up,"451 Moon Pass, Rodriguezport, NC 32227",1995-12-15,M,Gold,Satisfied,2025-02-05,Basic,Phone,2025-03-19 03:17:00,137.232.235.158,SAVE10,466,Active,Vshort,No Comment,60.9,156.0,29.08,23.89,0.46
90,1081,  Shane  Cisneros,leslieherrera@gmail.com,Invaild Phone Number,2025-04-24,UK,106.73,B234,No Code,No Code,Late Payment,"14055 Michelle Valley, South Dana, LA 63592",2007-01-27,F,Silver,Happy,2025-03-09,Basic,Phone,2025-08-31 07:53:00,160.187.198.104,SPRING50,300,Inactive,Stephen, Missing Phone,34.75,182.0,18.5,21.11,1.1
91,1062, Justin Chaney  ,jonathan09@gmail.com,Invaild Phone Number,2023-10-09,CAN,95.73,C345,No Code,No Code,Repeat Customer,"827 William River Suite 228, West Ryanville, NC 72292",1959-12-11,F,Gold,Satisfied,2024-09-19,Premium,None,2025-02-08 13:22:00,Invaild IP,SAVE10,300,Active,Rhonda Moore,First Purchase,62.6,163.07,9.76,28.0,1.09
92,1058,Rebecca  Martin ,xanderson@gmail.com,Invaild Phone Number,2025-11-02,USA,236.07,C345,No Code,No Code,Complaint Free,"47428 Salazar Prairie Suite 113, Brandonfurt, WI 75545",1988-03-26,F,Silver,Satisfied,2025-05-16,Basic,None,2025-01-03 01:43:00,Invaild IP,WELCOME20,300,Active,Monica Cook,No Comment,64.7,163.0,9.01,29.9,3.38
93,1094,  Peter Koch  ,tony92@gmail.com,Invaild Phone Number,2024-10-19,UK,462.53,B234,C345,No Code,Complaint Free,"49932 Costa Tunnel, East Angela, NE 24045",1971-10-14,M,Silver,Happy,2024-11-24,Basic,Phone,2025-02-14 18:32:00,Invaild IP,SPRING50,300,Active,Peter Koch, Needs Follow-Up,95.9,196.09,31.7,29.8,1.04
94,1074,Rachel  Johnson ,jenniferporter@gmail.com,Invaild Phone Number,2022-10-17,UK,308.88,B234,No Code,No Code,Needs Follow-Up,"3362 Jamie Station, North Bonnietown, KY 86476",1975-07-04,M,Platinum,Neutral,2025-01-01,Basic,Email,2025-02-18 03:14:00,Invaild IP,WELCOME20,300,Active,Rachel Johnson,Check Address,98.5,173.0,11.68,20.5,0.68
95,1016,Robin  Lopez  ,brownbrian@gmail.com,Invaild Phone Number,2023-12-26,USA,251.14,A123,No Code,No Code,Late Payment,"71275 Molina Crest Suite 284, Lake Anthony, MS 31511",1983-04-28,M,Silver,Unsatisfied,2025-01-06,Basic,Phone,2025-08-24 07:29:00,Invaild IP,Promo Free,300,Active,Shampton,No Comment,97.4,187.0,33.9,28.28,0.5
96,1037,  Randall Barron,natashadean@gmail.com,Invaild Phone Number,2023-02-12,USA,357.11,C345,C345,No Code,Late Payment,"39019 Charlene Knolls Suite 326, Raymouth, WI 97921",1967-04-25,F,Gold,Indecisive,2025-04-26,Basic,None,2025-12-06 10:15:00,Invaild IP,SAVE10,300,Inactive,Williebaker,No Comment,95.7,160.0,30.1,27.5,0.95
97,1002, Terri Butler ,jesse29@gmail.com,Invaild Phone Number,2025-02-20,CAN,394.55,A123,A123,C345,Vip,"81600 Jennifer Springs Suite 060, Port Christian, IA 37866",1969-08-19,No Gender,Silver,Excellent,2025-06-07,Basic,Phone,2025-06-30 14:26:00,130.127.194.145,FREE50,300,Active,Dukejanet,No Comment,43.36,171.96,34.4,20.89,0.64
98,1045, Victoria Perry,sarah74@gmail.com,Invaild Phone Number,2024-06-12,UK,180.48,C345,No Code,No Code,Complaint Free,"997 Pitts Junctions Apt. 115, Lake Justin, WY 82097",1987-08-30,No Gender,Silver,Neutral,2025-03-19,Basic,Email,2025-03-16 21:11:00,Invaild IP,WELCOME20,354,Active,Victoria Perry, Needs Review,65.7,179.07,25.3,28.22,1.29
99,1031, Benjamin Dudley,thomas99@gmail.com,Invaild Phone Number,2024-09-03,UK,166.33,B234,No Code,No Code,First Time Buyer,"4213 Stone Views, East Sandra, SC 40184",1976-03-25,M,Silver,Neutral,2025-01-05,Premium,Email,2025-03-22 20:10:00,Invaild IP,FREE50,300,Active,Jamestina, Needs Follow-Up,52.3,163.0,25.54,24.1,2.93
