CustomerID,Name,Email,Phone,Date Joined,Country,Purchase Amount,Product Codes,Notes,Address,DOB,Gender,Membership,Feedback,Last Purchase Date,Subscription Plan,Preferred Contact,Last Login,IP Address,Promo Code,Loyalty Points,Account Status,Referral,Notes2,Weight,Height,Distance Travelled,Temperature,Volume
1046,Jonathan_mclaughlin,jeanetteolson@yahoo.com,330-334-6481x0841,2023.09.10,CAN,141.27,B234,needs follow-up,"6762 Anderson River Apt. 711, Ashleefurt, AZ 72096",1/9/1978,m,Silver,NA,24-12-2024,Premium,,6/5/2025 2:11,164.120.114.59,SAVE10,,active,,first purchase,93.2 lbs,191 cm,49.5 km,22.1 C,1.02 gallon
1041,"Jacqueline	_fisher",krista92@hotmail.com,967.378.9948,23-Jan-24,UK,,B234,,"2357 Darius Branch Apt. 060, Ryanhaven, MO 70910",11/21/1989,M,None,excellent,12/12/2024,Premium,phn,5/20/2025 21:14,165.1.89.89,SPRING50,-10,Inactive,,?? Needs follow-up,64.1 lbs,1.98 m,42.9 km,71.2 F,4.63 L
1043, wendy griffin,evansdavid@hotmail.com,,15-Apr-25,USA,472.06,"C345,C345,B234",late payment,"91435 Hodge Trail Suite 078, Jamesview, SC 32454",10/5/1969,F,,null,26-Dec-24,premium,email,19-08-2025 21:07,212.37.148.64,NULL,300 pts,active,Larry Robinson,null,96.9 kg,59.4 inches,38.6 km,71.1 F,0.92 L
1022,"  Laura	jones",taylorhernandez@hotmail.com,001-610-788-4611,12/6/2024,uSa,251.48,A123,needs follow-up,"85035 Sarah Locks Apt. 473, Christopherland, DE 86199",30-09-1970,,silver,satisfied,23-Dec-24,basic,,3/6/2025 23:31,173.10.180.146,WELCOME20,,,Christina Holder,check address,80.7 lbs,195 cm,15.9 miles,26.1 C,4790 ml
1091,"madeline	\lambert ",victor45@yahoo.com,(589)670-1574x49347,2024.07.14,Usa,481.95,B234,first time buyer,"957 Greer Greens, Brookeville, SC 90041",9/12/1976,,Silver,neutral,13-Nov-24,basic,e-mail,27-04-2025 22:28,210.196.191.188,NULL,-10,active,bradleyhamilton@miles-greene.com,first purchase,66200 g,1.78 m,11.5 km,24.1 C,4070 ml
1023,  todd_cook  ,dbarnes@yahoo.com,(156)759-8681x0518,5/30/2023,usa,249.68,"A123,C345,C345",null,"4858 Kelly Parkways, Robertsstad, OK 35176",12/7/1997,f,Gold,null,5/17/2025,basic,phn,8/29/2025 19:50,38.223.150.239,SAVE10,N/A,Suspended,,?? missing phone,55.7 kg,61.0 inches,38.6 km,79.0 F,3.04 gallon
1061,timothy  ryan,careybryan@mack.com,+1-333-302-7695x148,11-Nov-24,UK,257.64,A123,first time buyer,"516 Anderson Street, West Nathaniel, NE 71379",1/9/2000,F,Silver,happy,1/4/2025,Basic,email,1/8/2025 0:14,203.86.49.69,SAVE10,193,Inactive,,check address,75200 g,66.5 inches,7.3 miles,79.9 F,1.48 gallon
1005,Thomas hebert  ,jasonlarson@gmail.com,669.229.8320x27386,27-06-2025,CAN,,"C345,C345",NA,"915 Crystal Course Apt. 472, Lauraport, VA 38143",1/12/1977,F,,null,30-03-2025,Basic,phone,7/23/2025 21:39,163.214.143.120,SUMMER2023,300 pts,Suspended,perezbrenda@myers-wilson.com,check address,84.4 kg,189 cm,44.4 km,19.0 C,3.91 L
1005,  laura_coleman,christina82@andrews-ruiz.com,(514)405-8109x93147,31-Oct-24,CAN,290.47,"B234,B234",null,"USCGC Coleman, FPO AE 09451",14-12-2002,F,None,excellent,25-Aug-25,None,,5/16/2025 8:18,invalid_ip,SPRING50,null,Suspended,,?? needs review,93200 g,156 cm,24.8 miles,65.8 F,1.58 gallon
1064,  Laura_mathis  ,josephoconnor@rodriguez.com,001-644-557-6216,12/7/2025,UK,80.41,"B234,D456",late payment,"561 David Rapid, East Donald, GA 97073",11/9/1997,F,silver,null,6/18/2025,premium,email,3/29/2025 12:05,162.237.96.125,,,active,james45@yahoo.com,,80500 g,168 cm,19.2 miles,24.7 C,2110 ml
1024," Christopher 	gomez  ",trevinodiana@johnston.com,381-944-3401,31-05-2024,uSa,368.79,"D456,A123,C345",null,"04742 Miller Via, Amandastad, WA 30670",3/9/1969,m,Silver,unsatisfied,4/21/2025,premium,,1/23/2025 21:34,7.44.226.21,SUMMER2023,338,active,Thomas Rasmussen,,98.0 kg,63.4 inches,23.4 miles,19.2 C,1270 ml
1014,  James  luna,osoto@banks.com,923.920.6885,11/9/2025,Usa,284.22,"A123,C345",VIP,"USCGC Mosley, FPO AP 64934",16-10-1990,m,Silver,satisfied,1/22/2025,basic,e-mail,6/15/2025 16:31,217.141.119.187,SUMMER2023,null,,Christopher Robinson,,81.8 kg,74.4 inches,33.0 miles,25.9 C,2.13 L
1069," jeffrey 	ramirez  ",christopherreed@thomas-garcia.com,114-518-2651,28-03-2024,CAN,384.75,"C345,C345,A123",late payment,"PSC 3058, Box 7901, APO AA 96368",3/28/1995,,Silver,unsatisfied,10/4/2025,None,phone,1/12/2025 17:29,113.45.198.97,SAVE10,,Active,joshua01@yahoo.com,null,89.9 kg,75.6 inches,42.8 miles,83.5 F,3660 ml
1095,"Bruce 	ochoa  ",jjohnson@gmail.com,,26-Dec-23,UK,348.04,"C345,C345,B234",first time buyer,"33187 Michael Forest, South Wendyland, RI 32210",8/16/1988,M,None,null,13-May-25,None,phone,7/15/2025 9:59,182.197.155.172,SUMMER2023,N/A,Active,fstephenson@barnes.biz,,80.9 lbs,1.94 m,30.6 km,73.2 F,1.58 L
1055,  Michael  warner  ,juan47@johnson.net,001-054-088-9074x152,11-Apr-24,UK,357.65,"A123,A123",needs follow-up,"73964 Delgado Lake, West Cassandra, WA 08523",3/20/2007,M,Silver,unsatisfied,13-Mar-25,Basic,,5/8/2025 9:53,119.193.97.184,WELCOME20,,,Erica Rogers,?? Needs follow-up,64.7 lbs,70.9 inches,30.9 miles,72.7 F,4590 ml
1008, Bradley  kaufman  ,deniseterry@griffith.info,491-764-1548x233,14-Mar-24,usa,73.02,C345,needs follow-up,"PSC 8012, Box 4088, APO AP 89569",11/11/1971,,Silver,NA,17-Jan-25,basic,phone,8/21/2025 23:43,137.150.197.141,NULL,N/A,active,,check address,60000 g,62.2 inches,12.5 km,29.7 C,4.0 L
1093,Daniel  gardner,jeffreywarner@dunn-hess.info,0900316647,11-Mar-25,Usa,203.41,"A123,D456,B234",late payment,"85433 Vazquez Well Apt. 609, Rachelshire, MA 14172",31.05.1965,m,None,neutral,18-05-2025,premium,e-mail,7/8/2025 12:03,214.70.168.246,SPRING50,N/A,active,,?? missing phone,67500 g,163 cm,28.1 km,82.4 F,4.55 L
1080,"Karen	  knight  ",hilldonna@@johnson.info,+1-605-767-8576x4611,2022.11.07,Usa,200.28,"D456,A123",,"06472 Rodney Green Suite 886, Rodriguezfort, MA 54081",28.10.1960,M,Silver,unsatisfied,6/27/2025,,email,3/8/2025 15:25,89.138.28.198,SPRING50,,inactive,lewisandrew@simon-bolton.com,first purchase,84.9 lbs,61.8 inches,32.0 miles,25.4 C,2910 ml
1012,"  John	becker ",lauren02@rangel.com,+1-296-984-3770x31742,12/16/2022,UK,428.39,"C345,D456",first time buyer,"9904 Robert Mall Apt. 485, South Austinland, NJ 49623",12/25/1974,f,Silver,unsatisfied,25-01-2025,,phn,27-02-2025 03:37,56.26.208.21,SPRING50,,inactive,markaguilar@flores.info,null,92.2 kg,1.76 m,18.7 km,76.8 F,1.46 L
1023,  Robert_lopez ,marissa22@yahoo.com,827.872.7528,2-Apr-25,usa,455.69,C345,,"793 Joseph Drives, Marisamouth, AZ 11456",11/3/2006,m,,NA,6/17/2025,Basic,email,3/20/2025 0:47,26.59.10.47,WELCOME20,,active,hgonzalez@hotmail.com,?? needs review,79.3 lbs,168 cm,12.8 miles,76.6 F,4410 ml
1066,"  Tara 	garcia ",owright@hardy-richards.org,001-237-290-2380x89867,23-May-23,usa,214.84,"D456,B234",first time buyer,"25523 Brenda Glen Suite 038, East Michael, CT 93260",01.01.2003,F,,null,22-Dec-24,premium,phone,4/14/2025 12:02,3.83.144.18,SUMMER2023,300 pts,inactive,Edward Miller,?? missing phone,57.5 lbs,181 cm,24.8 miles,28.6 C,4.5 gallon
1100,michelle  cruz  ,zadkins@robles.com,+1-054-103-6054x804,2024.06.21,USA,56.41,"A123,B234",first time buyer,"71306 Lisa Mission, South Austin, NJ 56027",04.12.1978,M,Silver,neutral,4/1/2025,premium,e-mail,4/3/2025 7:29,97.221.242.189,SUMMER2023,N/A,Suspended,bryce51@gmail.com,?? needs review,50.2 kg,195 cm,11.6 miles,26.2 C,4890 ml
1061,Ryan  english,pittmanruth@dean.com,859.958.3479,2024.03.19,usa,443.14,"A123,A123",NA,"837 Sutton Springs Apt. 436, Madisonview, MN 26375",25.11.1968,F,Platinum,excellent,23-Sep-24,,phone,1/3/2025 18:25,212.117.182.168,SPRING50,300 pts,active,,null,73.4 lbs,151 cm,25.3 km,19.3 C,3.35 gallon
1084, Holly elliott,josemendoza@yahoo.com,453-785-7008,6/6/2024,uSa,365.5,A123,VIP,"1204 Haley Parkway Suite 928, Mullinsmouth, CA 50123",06.10.1960,f,None,excellent,12-Jul-25,Basic,email,3/12/2025 2:10,58.209.221.223,WELCOME20,N/A,Inactive,kaylahernandez@gmail.com,?? Needs follow-up,58.4 kg,197 cm,24.7 miles,76.8 F,1.23 L
1075,  Charles_brown ,zmyers@lopez-rosales.com,001-064-508-3705x1062,11/30/2023,USA,253.19,"B234,D456,B234",NA,"69505 Morales Knoll Apt. 298, Ramseyburgh, ME 39394",29.10.1980,M,gold,unsatisfied,3/2/2025,None,none,15-08-2025 18:12,182.125.217.29,FREE50,,inactive,,?? missing phone,92.1 lbs,197 cm,44.0 miles,83.3 F,2700 ml
1029,  jean_brown ,william46@hotmail.com,579-465-8716x8135,25-01-2025,Uk,308.5,D456,first time buyer,"867 Baker Manors Suite 048, Lake Chase, MN 75997",11.12.1997,f,gold,unsatisfied,12/11/2024,,email,2/10/2025 12:10,33.152.38.187,WELCOME20,,Inactive,,first purchase,96300 g,76.8 inches,44.3 km,24.4 C,1.08 gallon
1003,michele cantrell,caseygibson@gmail.com,001-839-183-9640,3/20/2025,Uk,,"A123,D456",,"USS Marquez, FPO AP 52122",11/5/1965,,,NA,24-Nov-24,basic,,8/27/2025 21:38,171.6.3.194,,,active,brianna75@harris-payne.com,?? needs review,84000 g,170 cm,34.8 km,18.7 C,4.72 L
1009,"craig	_moore ",jameswoods@thomas.biz,001-516-253-3378x93381,19-Aug-25,Uk,112.37,C345,NA,"4471 Robinson Street, Michelleton, DC 27654",6/7/1991,f,silver,satisfied,28-Oct-24,Basic,email,14-06-2025 14:11,48.169.72.31,,,Active,,NA,55.0 kg,1.56 m,22.5 miles,22.2 C,4.31 gallon
1090, virginia_romero,wolfeelizabeth@gmail.com,(161)767-3190x56179,24-Jul-24,uSa,350.12,C345,NA,"USNS Pruitt, FPO AP 74035",2/4/2006,F,,satisfied,20-04-2025,Basic,e-mail,1/10/2025 7:42,133.30.167.206,SAVE10,null,active,,check address,52300 g,181 cm,32.3 km,68.9 F,1420 ml
1097," jackson/	adams",mtorres@yahoo.com,222-835-9796x5917,5/1/2025,USA,373.97,C345,needs follow-up,"440 Fischer Throughway Apt. 863, Lake Alison, DE 56756",12.07.1972,,silver,neutral,13-08-2025,premium,phone,9/10/2025 2:50,146.17.201.116,WELCOME20,,Inactive,Vicki Lee,check address,95700 g,181 cm,48.8 km,21.6 C,4.16 gallon
1096,"  amand\a	mercado",leahleon@hendricks.com,375-514-2310x50651,22-07-2025,usa,367.31,A123,,"054 Thomas Hill Suite 072, Kentton, ID 75420",3/12/1964,F,,happy,17-08-2025,Premium,phn,23-01-2025 07:43,119.103.66.197,NULL,N/A,active,,NA,79.9 kg,199 cm,29.6 miles,84.6 F,2270 ml
1059,  Tyler  moon,bmoore@yahoo.com,861.991.6942x8374,3/30/2024,Usa,246.35,A123,late payment,"65368 Schroeder Summit Apt. 233, Stevemouth, CA 74931",4/18/1965,m,gold,satisfied,5-Jun-25,basic,,7/27/2025 22:38,151.140.79.225,WELCOME20,null,Suspended,Natasha Boyer,null,89.6 kg,185 cm,31.5 miles,27.2 C,1490 ml
1017,  connor  rivas  ,flowerssusan@gmail.com,(411)760-5114x1211,8-Oct-22,USA,232.91,"A123,D456",NA,"139 Knapp Shoal Apt. 978, South Rachel, MN 72203",18-06-1978,m,gold,neutral,23-02-2025,None,phn,1/4/2025 15:43,79.148.180.252,SUMMER2023,,,,?? needs review,89.4 lbs,1.98 m,11.2 km,28.4 C,2910 ml
1077,  kendra  morgan  ,sydney62@yahoo.com,001-087-709-7645,9/6/2024,uSa,,"A123,B234,A123",,"0189 Zamora Mount, Cantrellhaven, NC 58497",19-09-1976,f,gold,happy,15-09-2025,basic,phone,4/15/2025 21:41,125.143.122.127,FREE50,34,active,,check address,96.4 kg,62.2 inches,30.0 km,28.8 C,3.38 gallon
1023, Elizabeth lopez ,debbiefarmer@yahoo.com,974.098.5964x9608,5/7/2023,usa,359.02,"C345,B234",repeat customer,"1239 Smith Fields, West Danachester, LA 89166",7/11/1966,f,Silver,satisfied,24-Feb-25,basic,,4/30/2025 3:31,148.0.192.113,NULL,300 pts,inactive,rshaw@gay-buck.com,NA,73700 g,1.96 m,31.4 miles,73.8 F,2.41 gallon
1073,Jacob  blackwell ,teresa41@yahoo.com,914-880-3288x76817,2022.11.01,USA,493.66,"A123,C345,B234",VIP,"071 Green Shores Apt. 929, North Javier, OR 70506",3/3/1978,,Gold,NA,11/12/2024,,none,1/8/2025 6:11,186.120.91.219,WELCOME20,291,Active,hicksmelinda@yahoo.com,check address,78.6 kg,164 cm,42.1 km,27.9 C,3.45 L
1097,  Emily  woods  ,gonzalezamanda@yahoo.com,001-890-475-5499x42609,5/23/2023,Uk,249.27,B234,VIP,"36334 Jeffrey Manors Suite 687, South Christinafurt, ME 64057",6/12/1962,,Silver,unsatisfied,6/15/2025,Basic,phone,8/23/2025 3:26,invalid_ip,,null,Suspended,,null,84600 g,1.93 m,30.9 miles,80.2 F,720 ml
1004,Bryan barnett,rosscaleb@yahoo.com,6591709680,4/3/2023,USA,178.42,A123,late payment,"053 Garcia Pine, Michaelside, MS 70338",10/7/1985,,,neutral,25-01-2025,None,phone,10/2/2025 16:25,114.57.136.129,NULL,300 pts,Active,Laura Hill,,60.8 kg,66.1 inches,6.7 miles,73.6 F,4300 ml
1087,  virginia_jenkins  ,danielchristopher@yahoo.com,,12-Dec-24,uSa,375.95,"B234,C345,B234",late payment,"56281 Thomas Flats Suite 727, Weberhaven, VA 46359",3/22/1996,M,gold,happy,17-09-2024,Basic,phn,6/1/2025 17:52,155.89.66.54,SUMMER2023,N/A,inactive,,check address,96000 g,1.97 m,38.1 km,28.9 C,4.86 gallon
1073, david  freeman  ,yhernandez@kennedy-mercado.com,(386)452-9465x5090,5-Oct-23,USA,156.82,"B234,C345,D456",,"3387 Thomas Causeway, Wilsonchester, MT 24069",14.05.1999,,None,neutral,3/5/2025,None,email,17-05-2025 13:41,22.220.170.147,FREE50,4,active,Chad Gutierrez,NA,73700 g,186 cm,41.4 km,27.5 C,3.36 gallon
1005,"  elizabeth_	levy ",deborahbell@daniels-rivera.com,,8/23/2025,Usa,,"C345,D456",,"71445 William Stream Apt. 323, Jacquelinefurt, MS 72429",18-04-1974,M,Gold,NA,9/23/2024,basic,none,6/4/2025 16:48,120.197.156.208,SAVE10,38,,,?? Needs follow-up,69.9 kg,181 cm,47.1 miles,19.3 C,2.16 gallon
1026, colleen_cline  ,phillipzavala@hotmail.com,(287)912-4989,7/12/2023,Uk,291.2,C345,VIP,"61047 Stevens Isle, East Erin, MI 25071",31-03-2003,M,Silver,neutral,8/4/2025,None,phone,7/17/2025 0:32,144.43.24.54,WELCOME20,,active,kimberlymelendez@yahoo.com,?? needs review,82.0 lbs,68.1 inches,43.5 km,23.8 C,3.66 L
1046, travis  estes ,jenkinscassandra@clark-lewis.com,(155)031-6939,9-Sep-23,UK,470.74,B234,late payment,"23479 Erica Drive, West Lisahaven, VA 72552",22-03-1965,f,Silver,happy,12-Aug-25,premium,,1/13/2025 10:42,132.149.10.160,NULL,,Active,Dr. Sarah Cox,check address,91.0 lbs,1.57 m,27.6 km,21.5 C,4.2 L
1042,  Charles_calderon  ,kphillips@huynh-whitney.com,255.312.4047x94919,6/14/2024,USA,304.85,"B234,A123,A123",null,"51546 Sara Lakes Suite 412, South Danatown, PA 02048",8/7/1976,m,Platinum,happy,8-Jul-25,Basic,none,2/5/2025 22:07,25.175.98.250,WELCOME20,null,Active,Rebecca Manning,first purchase,89.8 kg,76.8 inches,43.0 miles,79.0 F,3.53 gallon
1056, Katelyn sanchez,younglori@henry.com,+1-438-848-9107x347,2023.05.03,USA,361.36,B234,needs follow-up,"109 Quinn Rapid Suite 917, Sanfordmouth, AZ 15272",20-10-1966,,None,satisfied,3/28/2025,Premium,email,3/8/2025 11:02,129.191.68.89,NULL,,Suspended,nicholassingh@gmail.com,null,76.1 kg,71.3 inches,34.3 km,20.6 C,3.17 L
1000,  Lisa  smith  ,qgraham@hotmail.com,001-296-486-9448x76466,1/22/2025,CAN,235.67,"B234,C345,C345",,"9507 Craig Shores Suite 166, Jessicamouth, MT 96088",27-07-1992,f,Platinum,satisfied,17-Nov-24,premium,none,25-07-2025 08:48,51.162.104.32,,-10,inactive,Christina Fitzgerald,NA,83.5 kg,68.9 inches,46.9 miles,21.1 C,4.72 L
1065,Derrick_ramirez  ,tperry@bennett-sims.com,861.108.6975x881,1/6/2023,CAN,244.58,D456,null,"96679 Brittany Manor, Richardchester, NM 97916",12/25/1979,M,Gold,satisfied,11/7/2024,premium,e-mail,9/1/2025 3:16,155.167.171.118,SAVE10,N/A,,,NA,67.3 kg,194 cm,8.0 km,77.5 F,3.51 L
1046,  Robin larsen,mcknightclinton@gmail.com,8204719420,5/19/2024,Usa,413.55,"A123,C345,A123",VIP,"43276 Becker Keys Apt. 925, New Charleneside, AR 95752",09.08.1998,M,Gold,null,11/7/2025,Premium,,7/1/2025 7:09,173.150.185.159,SAVE10,N/A,Inactive,,first purchase,69.7 kg,61.8 inches,14.2 km,76.6 F,1890 ml
1098,roy nelson  ,williamskevin@@yahoo.com,,6-Aug-24,Uk,291.34,"A123,D456",VIP,"25966 Debra Harbor, Isabelchester, MI 60475",20-10-1965,F,None,happy,1-Mar-25,Premium,email,6/30/2025 23:48,222.1.204.172,WELCOME20,154,Suspended,William Pena,?? missing phone,88100 g,61.8 inches,48.4 miles,20.9 C,4.62 L
1033,andrea yoder,fsmith@@gmail.com,(382)712-7318x104,10/11/2022,CAN,466.75,"B234,D456,B234",NA,"4194 Martin Key, Laurenburgh, IA 75428",24.11.1961,M,,NA,10/31/2024,None,,1/14/2025 6:17,130.214.207.5,SAVE10,300 pts,inactive,pattersonjohn@garcia.com,NA,78300 g,194 cm,14.7 km,28.3 C,2.4 L
1064," barbara_	garcia ",brandi59@cordova.biz,001-729-836-2291x7413,3/22/2025,Uk,189.94,C345,needs follow-up,"7825 Debbie Crossing, North Jeffreyhaven, TX 85573",3/6/1992,,None,NA,12-Mar-25,premium,phone,3/15/2025 16:44,205.10.151.69,NULL,383,,,,57800 g,1.55 m,48.4 km,24.5 C,520 ml
1072,"victor\	smith",michael07@gmail.com,623-640-6284x33928,19-07-2023,uSa,281.33,"B234,C345,D456",null,"7356 Green Path Suite 890, West Edwin, ME 11267",11/8/1993,F,None,satisfied,12-Apr-25,Basic,email,26-01-2025 12:00,211.153.200.227,FREE50,null,inactive,,?? missing phone,69.7 kg,1.81 m,8.7 km,64.4 F,1.31 L
1070,martin  perez,crystalallen@dillon-smith.biz,+1-551-972-0119x5607,11-May-23,uSa,258.04,A123,late payment,"61424 Reyes Forges, New Catherineside, NM 64145",12/8/1970,M,Silver,unsatisfied,4/25/2025,Premium,none,3/13/2025 0:53,65.139.251.131,FREE50,409,active,kim51@reyes-blake.net,check address,51800 g,187 cm,29.7 miles,78.4 F,2.01 L
1047, cameron  chang,spencegilbert@@yahoo.com,+1-890-276-5460x39042,2023.12.19,uSa,497.02,"C345,A123",repeat customer,"922 Smith Streets, North Johnport, MD 64114",25-03-1996,m,Silver,unsatisfied,6/27/2025,premium,none,7/2/2025 12:57,166.65.146.223,SAVE10,362,Active,Jeremy Barnes,?? missing phone,94900 g,1.64 m,47.0 km,19.5 C,1640 ml
1011,William  ward  ,perrycheryl@hotmail.com,001-407-538-0488x574,16-11-2024,UK,87.35,"B234,D456",needs follow-up,"8511 Ashley Isle, South Greggshire, NH 47195",23.09.1975,M,,neutral,1-Sep-25,None,,26-05-2025 21:51,49.14.1.193,SPRING50,N/A,Suspended,kathy64@hotmail.com,?? needs review,98000 g,70.5 inches,11.4 miles,19.7 C,1930 ml
1023, Michael  arias ,karen00@gmail.com,001-373-080-9235x94639,11-Jul-25,Uk,56.48,A123,first time buyer,"5790 Gallagher Mission, West Brian, DC 89010",24-03-1981,F,Platinum,excellent,3/15/2025,basic,none,7/22/2025 11:29,101.110.141.26,SUMMER2023,null,Active,glindsey@hotmail.com,first purchase,73400 g,168 cm,38.7 km,72.0 F,690 ml
1068, ashley  rios,shawn31@hotmail.com,,4-Oct-24,Uk,354.4,"C345,B234,C345",first time buyer,"48913 Patterson Gateway, Martinfort, GA 56287",5/19/1968,m,Gold,null,18-Mar-25,Basic,email,7/8/2025 5:28,34.126.218.194,SUMMER2023,null,active,,?? needs review,70.6 lbs,165 cm,6.9 km,26.6 C,3.01 gallon
1005,"Cynthia/	taylor",fhall@gmail.com,+1-063-511-9712x690,23-Feb-25,uSa,484.77,"C345,A123",VIP,"03880 Tyler Ranch, West Victor, MO 51718",10/27/1979,,None,unsatisfied,25-02-2025,,phone,24-08-2025 01:54,invalid_ip,NULL,null,Suspended,Ronald Stark,NA,56.6 lbs,65.7 inches,23.1 km,76.3 F,2400 ml
1032, austin_barnes ,vhoffman@hotmail.com,(441)063-6612x727,2025.01.29,USA,294.16,D456,NA,"427 Julia Valley Suite 387, Lake Roberttown, MN 32066",25-05-2006,f,gold,excellent,9/5/2025,premium,email,7/5/2025 4:34,202.162.82.166,NULL,,Suspended,,null,72.3 kg,161 cm,40.0 miles,74.3 F,3.7 L
1009,  joshua collins ,davisjohnny@hotmail.com,(736)430-3512x5917,11/7/2024,Uk,215.71,"A123,B234,A123",late payment,"5838 Paul Ports Apt. 933, South Rogerfort, NH 96974",1/11/1991,M,Platinum,null,14-Mar-25,Premium,phone,7/26/2025 17:11,157.147.207.85,SUMMER2023,N/A,,Michael Noble,,94.4 lbs,66.1 inches,44.9 miles,66.0 F,1340 ml
1044, Donna  murphy ,cochranjonathan@smith.com,-3921,28-07-2023,Usa,189.36,"D456,D456,C345",,"25075 Lynch Cliffs Suite 450, South Thomas, WY 89607",12/18/1980,M,Platinum,null,16-Feb-25,Basic,e-mail,1/30/2025 0:46,140.145.78.30,NULL,-10,Inactive,,first purchase,96.1 kg,1.93 m,30.3 miles,19.0 C,0.65 L
1069,  randy  chapman,terrytimothy@hernandez-lane.org,438.179.2622,25-Sep-22,USA,284.27,"D456,A123,C345",late payment,"PSC 7681, Box 3177, APO AE 05468",7/30/1971,f,None,unsatisfied,17-02-2025,None,email,5/23/2025 7:27,58.59.160.171,FREE50,373,,Benjamin Fuller,,79.4 lbs,153 cm,21.0 miles,24.9 C,1920 ml
1069,  tiffany  donaldson,kelsey35@gmail.com,163-413-5719x267,18-06-2025,UK,418.15,"D456,D456",VIP,"76643 Ashley Meadow Suite 119, North Phillip, AK 22446",9/24/1992,,,null,3/23/2025,Premium,e-mail,3/17/2025 3:40,6.197.50.128,SPRING50,N/A,Suspended,,NA,62.8 lbs,74.8 inches,41.2 miles,81.1 F,4.27 L
1080,  Shelley  ashley  ,kimlopez@yahoo.com,+1-830-767-1760x31680,8-Oct-22,Usa,327.65,"D456,C345",VIP,"1225 Michele Walks, Lake Ericbury, PA 24748",1/3/1968,M,gold,satisfied,6/5/2025,basic,phone,3/29/2025 3:08,175.242.227.237,WELCOME20,300 pts,active,,NA,72400 g,1.93 m,25.0 miles,29.8 C,4800 ml
1018,"Alexandria  	hunt  ",rodriguezlisa@wheeler.com,950-548-9213x2527,7/3/2025,CAN,462.82,"B234,B234",first time buyer,"9413 Edwards Junction, West Stephanieville, NC 15194",18-09-1988,f,silver,satisfied,7/28/2025,,phn,3/27/2025 10:52,69.83.107.4,FREE50,-10,Inactive,rachel10@gmail.com,null,73500 g,175 cm,15.5 km,20.5 C,4.63 L
1082,  kayla barnes ,chad10@pacheco.com,,2025.09.01,uSa,,"D456,A123,D456",NA,"Unit 3571 Box 7904, DPO AE 86232",02.09.1970,m,Gold,unsatisfied,10/7/2025,Basic,e-mail,9/14/2025 6:19,6.232.34.135,NULL,484,Inactive,,?? Needs follow-up,59.2 lbs,1.77 m,27.5 miles,78.8 F,2670 ml
1100,"  daniel	s_chmidt ",brittanybowman@gmail.com,8622686625,8/21/2024,usa,121.64,"D456,D456",VIP,"29572 Lee Station Suite 774, Brownberg, MS 80189",09.06.1981,M,Gold,satisfied,7/30/2025,None,phone,24-08-2025 22:18,145.193.172.99,NULL,-10,active,,first purchase,54600 g,65.0 inches,9.1 miles,20.0 C,0.69 L
1056," Jesse	 williamson  ",gphillips@hotmail.com,001-001-392-2618x04094,16-Sep-24,Uk,252,B234,needs follow-up,"PSC 2673, Box 5071, APO AP 16438",2/14/1963,M,Gold,unsatisfied,6-Jun-25,None,none,3/23/2025 6:52,invalid_ip,SUMMER2023,305,active,sophia72@williams-walker.com,?? missing phone,85.4 lbs,167 cm,39.6 km,20.7 C,1990 ml
1021,"  shannon 	bradley ",mparker@hotmail.com,+1-979-749-5204x02157,2023.04.19,Usa,135.11,"A123,C345,B234",needs follow-up,"8871 Christine Path Suite 144, South Melissa, MS 58551",9/17/1973,f,None,NA,10-Mar-25,premium,phn,4/22/2025 3:23,186.106.77.58,NULL,184,Suspended,Wendy Boyd,?? Needs follow-up,83.2 lbs,59.1 inches,15.5 km,67.1 F,4.35 gallon
1084, Doris  goodman  ,hollymartin@@carroll.com,(653)110-8646x207,2025.03.23,Usa,131.94,"B234,A123",needs follow-up,"PSC 6556, Box 4622, APO AP 46003",23.03.1974,F,,satisfied,17-12-2024,premium,,15-05-2025 22:42,55.124.97.106,NULL,300 pts,,opittman@hotmail.com,,59.8 kg,162 cm,6.4 miles,79.2 F,1770 ml
1057,Eric  hansen,owenskyle@gmail.com,805-957-2490x55615,15-05-2023,uSa,79.32,A123,first time buyer,"822 Crane Vista, West Mercedes, SD 98787",2/12/2001,M,Platinum,neutral,4/6/2025,Basic,phone,8/9/2025 0:37,122.152.227.195,SPRING50,N/A,inactive,Alexis Booth,NA,58.6 kg,66.9 inches,7.7 km,19.3 C,2.66 gallon
1069,drew fleming ,hwalker@yahoo.com,-9276,5-Oct-23,Uk,301.87,"C345,B234,A123",VIP,"248 Kevin Mews Apt. 684, North Ericmouth, CA 75273",2/9/1960,F,Silver,null,28-Feb-25,Premium,phone,5/2/2025 4:37,172.62.254.69,SUMMER2023,,active,xarnold@gmail.com,first purchase,55.9 kg,1.97 m,41.2 km,83.3 F,4.64 gallon
1051,  tyler_robertson ,sarahdonaldson@hotmail.com,001-856-418-9153x9123,9/6/2024,Usa,401.73,"C345,C345",NA,"299 Thompson Manor, Aaronchester, CA 13176",22-12-1983,m,gold,excellent,17-05-2025,Premium,email,7/30/2025 9:58,159.22.86.67,,null,,fmelton@sanford-benson.net,?? Needs follow-up,85.5 kg,76.0 inches,13.9 km,80.1 F,2900 ml
